source,target,approximate,no map,combination,scenario,choice list,descriptions
66444,O709,1,0,0,1,0,"Perineal laceration during delivery, unspecified"
66450,O717,1,0,0,1,0,Obstetric hematoma of pelvis
66451,O717,1,0,0,1,0,Obstetric hematoma of pelvis
66454,O717,1,0,0,1,0,Obstetric hematoma of pelvis
66460,O704,1,0,0,1,0,"Anal sphincter tear complicating delivery, not associated with third degree laceration"
66461,O704,1,0,0,1,0,"Anal sphincter tear complicating delivery, not associated with third degree laceration"
66464,O704,1,0,0,1,0,"Anal sphincter tear complicating delivery, not associated with third degree laceration"
66480,O7182,1,0,0,1,0,Other specified trauma to perineum and vulva
66481,O7182,1,0,0,1,0,Other specified trauma to perineum and vulva
66484,O7182,1,0,0,1,0,Other specified trauma to perineum and vulva
66490,O719,1,0,0,1,0,"Obstetric trauma, unspecified"
66491,O719,1,0,0,1,0,"Obstetric trauma, unspecified"
66494,O719,1,0,0,1,0,"Obstetric trauma, unspecified"
66500,O7100,1,0,0,1,0,"Rupture of uterus before onset of labor, unspecified trimester"
66501,O7102,1,0,0,1,0,"Rupture of uterus before onset of labor, second trimester"
66501,O7103,1,0,0,1,0,"Rupture of uterus before onset of labor, third trimester"
66503,O7102,1,0,0,1,0,"Rupture of uterus before onset of labor, second trimester"
66503,O7103,1,0,0,1,0,"Rupture of uterus before onset of labor, third trimester"
66510,O711,1,0,0,1,0,Rupture of uterus during labor
66511,O711,1,0,0,1,0,Rupture of uterus during labor
66520,O712,1,0,0,1,0,Postpartum inversion of uterus
66522,O712,1,0,0,1,0,Postpartum inversion of uterus
66524,O712,1,0,0,1,0,Postpartum inversion of uterus
66530,O713,1,0,0,1,0,Obstetric laceration of cervix
66531,O713,1,0,0,1,0,Obstetric laceration of cervix
66534,O713,1,0,0,1,0,Obstetric laceration of cervix
66540,O714,1,0,0,1,0,Obstetric high vaginal laceration alone
66541,O714,1,0,0,1,0,Obstetric high vaginal laceration alone
66544,O714,1,0,0,1,0,Obstetric high vaginal laceration alone
66550,O715,1,0,0,1,0,Other obstetric injury to pelvic organs
66551,O715,1,0,0,1,0,Other obstetric injury to pelvic organs
66554,O715,1,0,0,1,0,Other obstetric injury to pelvic organs
66560,O716,1,0,0,1,0,Obstetric damage to pelvic joints and ligaments
66561,O716,1,0,0,1,0,Obstetric damage to pelvic joints and ligaments
66564,O716,1,0,0,1,0,Obstetric damage to pelvic joints and ligaments
66570,O717,1,0,0,1,0,Obstetric hematoma of pelvis
66571,O717,1,0,0,1,0,Obstetric hematoma of pelvis
66572,O717,1,0,0,1,0,Obstetric hematoma of pelvis
66574,O717,1,0,0,1,0,Obstetric hematoma of pelvis
66580,O7189,1,0,0,1,0,Other specified obstetric trauma
66581,O7189,1,0,0,1,0,Other specified obstetric trauma
66582,O7189,1,0,0,1,0,Other specified obstetric trauma
66583,O7189,1,0,0,1,0,Other specified obstetric trauma
66584,O7189,1,0,0,1,0,Other specified obstetric trauma
66590,O719,1,0,0,1,0,"Obstetric trauma, unspecified"
66591,O719,1,0,0,1,0,"Obstetric trauma, unspecified"
66592,O719,1,0,0,1,0,"Obstetric trauma, unspecified"
66593,O719,1,0,0,1,0,"Obstetric trauma, unspecified"
66594,O719,1,0,0,1,0,"Obstetric trauma, unspecified"
66600,O720,1,0,0,1,0,Third-stage hemorrhage
66602,O43211,1,0,0,1,0,"Placenta accreta, first trimester"
66602,O43212,1,0,0,1,0,"Placenta accreta, second trimester"
66602,O43213,1,0,0,1,0,"Placenta accreta, third trimester"
66602,O43221,1,0,0,1,0,"Placenta increta, first trimester"
66602,O43222,1,0,0,1,0,"Placenta increta, second trimester"
66602,O43223,1,0,0,1,0,"Placenta increta, third trimester"
66602,O43231,1,0,0,1,0,"Placenta percreta, first trimester"
66602,O43232,1,0,0,1,0,"Placenta percreta, second trimester"
66602,O43233,1,0,0,1,0,"Placenta percreta, third trimester"
66602,O720,1,0,0,1,0,Third-stage hemorrhage
66602,O720,1,0,0,1,0,Third-stage hemorrhage
66604,O43211,1,0,0,1,0,"Placenta accreta, first trimester"
66604,O43212,1,0,0,1,0,"Placenta accreta, second trimester"
66604,O43213,1,0,0,1,0,"Placenta accreta, third trimester"
66604,O43221,1,0,0,1,0,"Placenta increta, first trimester"
66604,O43222,1,0,0,1,0,"Placenta increta, second trimester"
66604,O43223,1,0,0,1,0,"Placenta increta, third trimester"
66604,O43231,1,0,0,1,0,"Placenta percreta, first trimester"
66604,O43232,1,0,0,1,0,"Placenta percreta, second trimester"
66604,O43233,1,0,0,1,0,"Placenta percreta, third trimester"
66604,O720,1,0,0,1,0,Third-stage hemorrhage
66604,O720,1,0,0,1,0,Third-stage hemorrhage
66610,O721,1,0,0,1,0,Other immediate postpartum hemorrhage
66612,O721,1,0,0,1,0,Other immediate postpartum hemorrhage
66614,O721,1,0,0,1,0,Other immediate postpartum hemorrhage
66620,O722,1,0,0,1,0,Delayed and secondary postpartum hemorrhage
66622,O722,1,0,0,1,0,Delayed and secondary postpartum hemorrhage
66624,O722,1,0,0,1,0,Delayed and secondary postpartum hemorrhage
66630,O723,1,0,0,1,0,Postpartum coagulation defects
66632,O723,1,0,0,1,0,Postpartum coagulation defects
66634,O723,1,0,0,1,0,Postpartum coagulation defects
66700,O43239,1,0,0,1,0,"Placenta percreta, unspecified trimester"
66700,O730,1,0,0,1,0,Retained placenta without hemorrhage
66702,O43231,1,0,0,1,0,"Placenta percreta, first trimester"
66702,O730,1,0,0,1,0,Retained placenta without hemorrhage
66704,O43231,1,0,0,1,0,"Placenta percreta, first trimester"
66704,O730,1,0,0,1,0,Retained placenta without hemorrhage
66710,O731,1,0,0,1,0,"Retained portions of placenta and membranes, without hemorrhage"
66712,O731,1,0,0,1,0,"Retained portions of placenta and membranes, without hemorrhage"
66714,O731,1,0,0,1,0,"Retained portions of placenta and membranes, without hemorrhage"
66800,O741,1,0,0,1,0,Other pulmonary complications of anesthesia during labor and delivery
66801,O741,1,0,0,1,0,Other pulmonary complications of anesthesia during labor and delivery
66802,O741,1,0,0,1,0,Other pulmonary complications of anesthesia during labor and delivery
66802,O8909,1,0,0,1,0,Other pulmonary complications of anesthesia during the puerperium
66803,O741,1,0,0,1,0,Other pulmonary complications of anesthesia during labor and delivery
66804,O8909,1,0,0,1,0,Other pulmonary complications of anesthesia during the puerperium
66810,O742,1,0,0,1,0,Cardiac complications of anesthesia during labor and delivery
66811,O742,1,0,0,1,0,Cardiac complications of anesthesia during labor and delivery
66812,O742,1,0,0,1,0,Cardiac complications of anesthesia during labor and delivery
66813,O742,1,0,0,1,0,Cardiac complications of anesthesia during labor and delivery
66814,O891,1,0,0,1,0,Cardiac complications of anesthesia during the puerperium
66820,O743,1,0,0,1,0,Central nervous system complications of anesthesia during labor and delivery
66821,O743,1,0,0,1,0,Central nervous system complications of anesthesia during labor and delivery
66822,O743,1,0,0,1,0,Central nervous system complications of anesthesia during labor and delivery
66823,O743,1,0,0,1,0,Central nervous system complications of anesthesia during labor and delivery
66824,O892,1,0,0,1,0,Central nervous system complications of anesthesia during the puerperium
66880,O748,1,0,0,1,0,Other complications of anesthesia during labor and delivery
66881,O748,1,0,0,1,0,Other complications of anesthesia during labor and delivery
66882,O748,1,0,0,1,0,Other complications of anesthesia during labor and delivery
66882,O898,1,0,0,1,0,Other complications of anesthesia during the puerperium
66883,O748,1,0,0,1,0,Other complications of anesthesia during labor and delivery
66884,O898,1,0,0,1,0,Other complications of anesthesia during the puerperium
66890,O749,1,0,0,1,0,"Complication of anesthesia during labor and delivery, unspecified"
66891,O749,1,0,0,1,0,"Complication of anesthesia during labor and delivery, unspecified"
66892,O749,1,0,0,1,0,"Complication of anesthesia during labor and delivery, unspecified"
66892,O899,1,0,0,1,0,"Complication of anesthesia during the puerperium, unspecified"
66893,O749,1,0,0,1,0,"Complication of anesthesia during labor and delivery, unspecified"
66894,O899,1,0,0,1,0,"Complication of anesthesia during the puerperium, unspecified"
66900,O750,1,0,0,1,0,Maternal distress during labor and delivery
66901,O750,1,0,0,1,0,Maternal distress during labor and delivery
66902,O750,1,0,0,1,0,Maternal distress during labor and delivery
66903,O750,1,0,0,1,0,Maternal distress during labor and delivery
66904,O750,1,0,0,1,0,Maternal distress during labor and delivery
66910,O751,1,0,0,1,0,Shock during or following labor and delivery
66911,O751,1,0,0,1,0,Shock during or following labor and delivery
66912,O751,1,0,0,1,0,Shock during or following labor and delivery
66913,O751,1,0,0,1,0,Shock during or following labor and delivery
66914,O751,1,0,0,1,0,Shock during or following labor and delivery
66920,O2650,1,0,0,1,0,"Maternal hypotension syndrome, unspecified trimester"
66921,O2651,1,0,0,1,0,"Maternal hypotension syndrome, first trimester"
66921,O2652,1,0,0,1,0,"Maternal hypotension syndrome, second trimester"
66921,O2653,1,0,0,1,0,"Maternal hypotension syndrome, third trimester"
66922,O2651,1,0,0,1,0,"Maternal hypotension syndrome, first trimester"
66922,O2652,1,0,0,1,0,"Maternal hypotension syndrome, second trimester"
66922,O2653,1,0,0,1,0,"Maternal hypotension syndrome, third trimester"
66923,O2651,1,0,0,1,0,"Maternal hypotension syndrome, first trimester"
66923,O2652,1,0,0,1,0,"Maternal hypotension syndrome, second trimester"
66923,O2653,1,0,0,1,0,"Maternal hypotension syndrome, third trimester"
66924,O2651,1,0,0,1,0,"Maternal hypotension syndrome, first trimester"
66924,O2652,1,0,0,1,0,"Maternal hypotension syndrome, second trimester"
66924,O2653,1,0,0,1,0,"Maternal hypotension syndrome, third trimester"
66930,O904,1,0,0,1,0,Postpartum acute kidney failure
66932,O904,1,0,0,1,0,Postpartum acute kidney failure
66934,O904,1,0,0,1,0,Postpartum acute kidney failure
66940,O754,1,0,0,1,0,Other complications of obstetric surgery and procedures
66941,O754,1,0,0,1,0,Other complications of obstetric surgery and procedures
66942,O754,1,0,0,1,0,Other complications of obstetric surgery and procedures
66943,O754,1,0,0,1,0,Other complications of obstetric surgery and procedures
66944,O754,1,0,0,1,0,Other complications of obstetric surgery and procedures
66950,O665,1,0,0,1,0,Attempted application of vacuum extractor and forceps
66951,O665,1,0,0,1,0,Attempted application of vacuum extractor and forceps
66960,O641XX0,1,0,0,1,0,"Obstructed labor due to breech presentation, not applicable or unspecified"
66961,O641XX0,1,0,0,1,0,"Obstructed labor due to breech presentation, not applicable or unspecified"
66970,O82,1,0,0,1,0,Encounter for cesarean delivery without indication
66971,O82,1,0,0,1,0,Encounter for cesarean delivery without indication
66980,O7581,1,0,0,1,0,Maternal exhaustion complicating labor and delivery
66980,O7589,1,0,0,1,0,Other specified complications of labor and delivery
66981,O7581,1,0,0,1,0,Maternal exhaustion complicating labor and delivery
66981,O7589,1,0,0,1,0,Other specified complications of labor and delivery
66982,O7581,1,0,0,1,0,Maternal exhaustion complicating labor and delivery
66982,O7589,1,0,0,1,0,Other specified complications of labor and delivery
66983,O7581,1,0,0,1,0,Maternal exhaustion complicating labor and delivery
66983,O7589,1,0,0,1,0,Other specified complications of labor and delivery
66984,O7581,1,0,0,1,0,Maternal exhaustion complicating labor and delivery
66984,O7589,1,0,0,1,0,Other specified complications of labor and delivery
66990,O759,1,0,0,1,0,"Complication of labor and delivery, unspecified"
66991,O759,1,0,0,1,0,"Complication of labor and delivery, unspecified"
66992,O759,1,0,0,1,0,"Complication of labor and delivery, unspecified"
66993,O759,1,0,0,1,0,"Complication of labor and delivery, unspecified"
66994,O759,1,0,0,1,0,"Complication of labor and delivery, unspecified"
67000,O8689,1,0,0,1,0,Other specified puerperal infections
67002,O8689,1,0,0,1,0,Other specified puerperal infections
67004,O8689,1,0,0,1,0,Other specified puerperal infections
67010,O8612,1,0,0,1,0,Endometritis following delivery
67012,O8612,1,0,0,1,0,Endometritis following delivery
67014,O8612,1,0,0,1,0,Endometritis following delivery
67020,O85,1,0,0,1,0,Puerperal sepsis
67022,O85,1,0,0,1,0,Puerperal sepsis
67024,O85,1,0,0,1,0,Puerperal sepsis
67030,O8681,1,0,0,1,0,Puerperal septic thrombophlebitis
67032,O8681,1,0,0,1,0,Puerperal septic thrombophlebitis
67034,O8681,1,0,0,1,0,Puerperal septic thrombophlebitis
67080,O8689,1,0,0,1,0,Other specified puerperal infections
67082,O8689,1,0,0,1,0,Other specified puerperal infections
67084,O8689,1,0,0,1,0,Other specified puerperal infections
67100,O2200,1,0,0,1,0,"Varicose veins of lower extremity in pregnancy, unspecified trimester"
67101,O2201,1,0,0,1,0,"Varicose veins of lower extremity in pregnancy, first trimester"
67101,O2202,1,0,0,1,0,"Varicose veins of lower extremity in pregnancy, second trimester"
67101,O2203,1,0,0,1,0,"Varicose veins of lower extremity in pregnancy, third trimester"
67102,O874,1,0,0,1,0,Varicose veins of lower extremity in the puerperium
67103,O2201,1,0,0,1,0,"Varicose veins of lower extremity in pregnancy, first trimester"
67103,O2202,1,0,0,1,0,"Varicose veins of lower extremity in pregnancy, second trimester"
67103,O2203,1,0,0,1,0,"Varicose veins of lower extremity in pregnancy, third trimester"
67104,O874,1,0,0,1,0,Varicose veins of lower extremity in the puerperium
67110,O2210,1,0,0,1,0,"Genital varices in pregnancy, unspecified trimester"
67111,O2211,1,0,0,1,0,"Genital varices in pregnancy, first trimester"
67111,O2212,1,0,0,1,0,"Genital varices in pregnancy, second trimester"
67111,O2213,1,0,0,1,0,"Genital varices in pregnancy, third trimester"
67112,O2211,1,0,0,1,0,"Genital varices in pregnancy, first trimester"
67112,O2212,1,0,0,1,0,"Genital varices in pregnancy, second trimester"
67112,O2213,1,0,0,1,0,"Genital varices in pregnancy, third trimester"
67113,O2211,1,0,0,1,0,"Genital varices in pregnancy, first trimester"
67113,O2212,1,0,0,1,0,"Genital varices in pregnancy, second trimester"
67113,O2213,1,0,0,1,0,"Genital varices in pregnancy, third trimester"
67114,O2211,1,0,0,1,0,"Genital varices in pregnancy, first trimester"
67114,O2212,1,0,0,1,0,"Genital varices in pregnancy, second trimester"
67114,O2213,1,0,0,1,0,"Genital varices in pregnancy, third trimester"
67120,O2220,1,0,0,1,0,"Superficial thrombophlebitis in pregnancy, unspecified trimester"
67121,O2221,1,0,0,1,0,"Superficial thrombophlebitis in pregnancy, first trimester"
67121,O2222,1,0,0,1,0,"Superficial thrombophlebitis in pregnancy, second trimester"
67121,O2223,1,0,0,1,0,"Superficial thrombophlebitis in pregnancy, third trimester"
67122,O870,1,0,0,1,0,Superficial thrombophlebitis in the puerperium
67123,O2221,1,0,0,1,0,"Superficial thrombophlebitis in pregnancy, first trimester"
67123,O2222,1,0,0,1,0,"Superficial thrombophlebitis in pregnancy, second trimester"
67123,O2223,1,0,0,1,0,"Superficial thrombophlebitis in pregnancy, third trimester"
67124,O870,1,0,0,1,0,Superficial thrombophlebitis in the puerperium
67130,O2230,1,0,0,1,0,"Deep phlebothrombosis in pregnancy, unspecified trimester"
67131,O2231,1,0,0,1,0,"Deep phlebothrombosis in pregnancy, first trimester"
67131,O2232,1,0,0,1,0,"Deep phlebothrombosis in pregnancy, second trimester"
67131,O2233,1,0,0,1,0,"Deep phlebothrombosis in pregnancy, third trimester"
67133,O2231,1,0,0,1,0,"Deep phlebothrombosis in pregnancy, first trimester"
67133,O2232,1,0,0,1,0,"Deep phlebothrombosis in pregnancy, second trimester"
67133,O2233,1,0,0,1,0,"Deep phlebothrombosis in pregnancy, third trimester"
67140,O871,1,0,0,1,0,Deep phlebothrombosis in the puerperium
67142,O871,1,0,0,1,0,Deep phlebothrombosis in the puerperium
67144,O871,1,0,0,1,0,Deep phlebothrombosis in the puerperium
67150,O2250,1,0,0,1,0,"Cerebral venous thrombosis in pregnancy, unspecified trimester"
67151,O2251,1,0,0,1,0,"Cerebral venous thrombosis in pregnancy, first trimester"
67151,O2252,1,0,0,1,0,"Cerebral venous thrombosis in pregnancy, second trimester"
67151,O2253,1,0,0,1,0,"Cerebral venous thrombosis in pregnancy, third trimester"
67151,O2291,1,0,0,1,0,"Venous complication in pregnancy, unspecified, first trimester"
67151,O2292,1,0,0,1,0,"Venous complication in pregnancy, unspecified, second trimester"
67151,O2293,1,0,0,1,0,"Venous complication in pregnancy, unspecified, third trimester"
67152,O873,1,0,0,1,0,Cerebral venous thrombosis in the puerperium
67153,O2251,1,0,0,1,0,"Cerebral venous thrombosis in pregnancy, first trimester"
67153,O2252,1,0,0,1,0,"Cerebral venous thrombosis in pregnancy, second trimester"
67153,O2253,1,0,0,1,0,"Cerebral venous thrombosis in pregnancy, third trimester"
67153,O2291,1,0,0,1,0,"Venous complication in pregnancy, unspecified, first trimester"
67153,O2292,1,0,0,1,0,"Venous complication in pregnancy, unspecified, second trimester"
67153,O2293,1,0,0,1,0,"Venous complication in pregnancy, unspecified, third trimester"
67154,O873,1,0,0,1,0,Cerebral venous thrombosis in the puerperium
67180,O2240,1,0,0,1,0,"Hemorrhoids in pregnancy, unspecified trimester"
67180,O228X9,1,0,0,1,0,"Other venous complications in pregnancy, unspecified trimester"
67181,O2241,1,0,0,1,0,"Hemorrhoids in pregnancy, first trimester"
67181,O2242,1,0,0,1,0,"Hemorrhoids in pregnancy, second trimester"
67181,O2243,1,0,0,1,0,"Hemorrhoids in pregnancy, third trimester"
67181,O228X1,1,0,0,1,0,"Other venous complications in pregnancy, first trimester"
67181,O228X2,1,0,0,1,0,"Other venous complications in pregnancy, second trimester"
67181,O228X3,1,0,0,1,0,"Other venous complications in pregnancy, third trimester"
67182,O872,1,0,0,1,0,Hemorrhoids in the puerperium
67182,O878,1,0,0,1,0,Other venous complications in the puerperium
67183,O2241,1,0,0,1,0,"Hemorrhoids in pregnancy, first trimester"
67183,O2242,1,0,0,1,0,"Hemorrhoids in pregnancy, second trimester"
67183,O2243,1,0,0,1,0,"Hemorrhoids in pregnancy, third trimester"
67183,O228X1,1,0,0,1,0,"Other venous complications in pregnancy, first trimester"
67183,O228X2,1,0,0,1,0,"Other venous complications in pregnancy, second trimester"
67183,O228X3,1,0,0,1,0,"Other venous complications in pregnancy, third trimester"
67184,O872,1,0,0,1,0,Hemorrhoids in the puerperium
67184,O878,1,0,0,1,0,Other venous complications in the puerperium
67190,O2290,1,0,0,1,0,"Venous complication in pregnancy, unspecified, unspecified trimester"
67191,O2291,1,0,0,1,0,"Venous complication in pregnancy, unspecified, first trimester"
67191,O2292,1,0,0,1,0,"Venous complication in pregnancy, unspecified, second trimester"
67191,O2293,1,0,0,1,0,"Venous complication in pregnancy, unspecified, third trimester"
67192,O879,1,0,0,1,0,"Venous complication in the puerperium, unspecified"
67193,O2291,1,0,0,1,0,"Venous complication in pregnancy, unspecified, first trimester"
67193,O2292,1,0,0,1,0,"Venous complication in pregnancy, unspecified, second trimester"
67193,O2293,1,0,0,1,0,"Venous complication in pregnancy, unspecified, third trimester"
67194,O879,1,0,0,1,0,"Venous complication in the puerperium, unspecified"
67200,O864,1,0,0,1,0,Pyrexia of unknown origin following delivery
67202,O864,1,0,0,1,0,Pyrexia of unknown origin following delivery
67204,O864,1,0,0,1,0,Pyrexia of unknown origin following delivery
67300,O88019,1,0,0,1,0,"Air embolism in pregnancy, unspecified trimester"
67301,O88011,1,0,0,1,0,"Air embolism in pregnancy, first trimester"
67301,O88012,1,0,0,1,0,"Air embolism in pregnancy, second trimester"
67301,O88013,1,0,0,1,0,"Air embolism in pregnancy, third trimester"
67301,O8802,1,0,0,1,0,Air embolism in childbirth
67302,O8802,1,0,0,1,0,Air embolism in childbirth
67302,O8803,1,0,0,1,0,Air embolism in the puerperium
67303,O88011,1,0,0,1,0,"Air embolism in pregnancy, first trimester"
67303,O88012,1,0,0,1,0,"Air embolism in pregnancy, second trimester"
67303,O88013,1,0,0,1,0,"Air embolism in pregnancy, third trimester"
67304,O8803,1,0,0,1,0,Air embolism in the puerperium
67310,O88119,1,0,0,1,0,"Amniotic fluid embolism in pregnancy, unspecified trimester"
67311,O88111,1,0,0,1,0,"Amniotic fluid embolism in pregnancy, first trimester"
67311,O88112,1,0,0,1,0,"Amniotic fluid embolism in pregnancy, second trimester"
67311,O88113,1,0,0,1,0,"Amniotic fluid embolism in pregnancy, third trimester"
67311,O8812,1,0,0,1,0,Amniotic fluid embolism in childbirth
67312,O8812,1,0,0,1,0,Amniotic fluid embolism in childbirth
67312,O8813,1,0,0,1,0,Amniotic fluid embolism in the puerperium
67313,O88111,1,0,0,1,0,"Amniotic fluid embolism in pregnancy, first trimester"
67313,O88112,1,0,0,1,0,"Amniotic fluid embolism in pregnancy, second trimester"
67313,O88113,1,0,0,1,0,"Amniotic fluid embolism in pregnancy, third trimester"
67314,O8813,1,0,0,1,0,Amniotic fluid embolism in the puerperium
67320,O88219,1,0,0,1,0,"Thromboembolism in pregnancy, unspecified trimester"
67321,O88211,1,0,0,1,0,"Thromboembolism in pregnancy, first trimester"
67321,O88212,1,0,0,1,0,"Thromboembolism in pregnancy, second trimester"
67321,O88213,1,0,0,1,0,"Thromboembolism in pregnancy, third trimester"
67321,O8822,1,0,0,1,0,Thromboembolism in childbirth
67322,O8822,1,0,0,1,0,Thromboembolism in childbirth
67322,O8823,1,0,0,1,0,Thromboembolism in the puerperium
67323,O88211,1,0,0,1,0,"Thromboembolism in pregnancy, first trimester"
67323,O88212,1,0,0,1,0,"Thromboembolism in pregnancy, second trimester"
67323,O88213,1,0,0,1,0,"Thromboembolism in pregnancy, third trimester"
67324,O8823,1,0,0,1,0,Thromboembolism in the puerperium
67330,O88319,1,0,0,1,0,"Pyemic and septic embolism in pregnancy, unspecified trimester"
67331,O88311,1,0,0,1,0,"Pyemic and septic embolism in pregnancy, first trimester"
67331,O88312,1,0,0,1,0,"Pyemic and septic embolism in pregnancy, second trimester"
67331,O88313,1,0,0,1,0,"Pyemic and septic embolism in pregnancy, third trimester"
67331,O8832,1,0,0,1,0,Pyemic and septic embolism in childbirth
67332,O8832,1,0,0,1,0,Pyemic and septic embolism in childbirth
67332,O8833,1,0,0,1,0,Pyemic and septic embolism in the puerperium
67333,O88311,1,0,0,1,0,"Pyemic and septic embolism in pregnancy, first trimester"
67333,O88312,1,0,0,1,0,"Pyemic and septic embolism in pregnancy, second trimester"
67333,O88313,1,0,0,1,0,"Pyemic and septic embolism in pregnancy, third trimester"
67334,O8833,1,0,0,1,0,Pyemic and septic embolism in the puerperium
67380,O88819,1,0,0,1,0,"Other embolism in pregnancy, unspecified trimester"
67381,O88811,1,0,0,1,0,"Other embolism in pregnancy, first trimester"
67381,O88812,1,0,0,1,0,"Other embolism in pregnancy, second trimester"
67381,O88813,1,0,0,1,0,"Other embolism in pregnancy, third trimester"
67381,O8882,1,0,0,1,0,Other embolism in childbirth
67382,O88811,1,0,0,1,0,"Other embolism in pregnancy, first trimester"
67382,O88812,1,0,0,1,0,"Other embolism in pregnancy, second trimester"
67382,O88813,1,0,0,1,0,"Other embolism in pregnancy, third trimester"
67382,O8882,1,0,0,1,0,Other embolism in childbirth
67382,O8883,1,0,0,1,0,Other embolism in the puerperium
67383,O88811,1,0,0,1,0,"Other embolism in pregnancy, first trimester"
67383,O88812,1,0,0,1,0,"Other embolism in pregnancy, second trimester"
67383,O88813,1,0,0,1,0,"Other embolism in pregnancy, third trimester"
67384,O8883,1,0,0,1,0,Other embolism in the puerperium
67400,O99419,1,0,0,1,0,"Diseases of the circulatory system complicating pregnancy, unspecified trimester"
67401,O99411,1,0,0,1,0,"Diseases of the circulatory system complicating pregnancy, first trimester"
67401,O99412,1,0,0,1,0,"Diseases of the circulatory system complicating pregnancy, second trimester"
67401,O99413,1,0,0,1,0,"Diseases of the circulatory system complicating pregnancy, third trimester"
67401,O9942,1,0,0,1,0,Diseases of the circulatory system complicating childbirth
67402,O9942,1,0,0,1,0,Diseases of the circulatory system complicating childbirth
67402,O9943,1,0,0,1,0,Diseases of the circulatory system complicating the puerperium
67403,O99411,1,0,0,1,0,"Diseases of the circulatory system complicating pregnancy, first trimester"
67403,O99412,1,0,0,1,0,"Diseases of the circulatory system complicating pregnancy, second trimester"
67403,O99413,1,0,0,1,0,"Diseases of the circulatory system complicating pregnancy, third trimester"
67404,O9943,1,0,0,1,0,Diseases of the circulatory system complicating the puerperium
67410,O900,1,0,0,1,0,Disruption of cesarean delivery wound
67412,O900,1,0,0,1,0,Disruption of cesarean delivery wound
67414,O900,1,0,0,1,0,Disruption of cesarean delivery wound
67420,O901,1,0,0,1,0,Disruption of perineal obstetric wound
67422,O901,1,0,0,1,0,Disruption of perineal obstetric wound
67424,O901,1,0,0,1,0,Disruption of perineal obstetric wound
67430,O860,1,0,0,1,0,Infection of obstetric surgical wound
67430,O902,1,0,0,1,0,Hematoma of obstetric wound
67432,O860,1,0,0,1,0,Infection of obstetric surgical wound
67432,O902,1,0,0,1,0,Hematoma of obstetric wound
67434,O860,1,0,0,1,0,Infection of obstetric surgical wound
67434,O902,1,0,0,1,0,Hematoma of obstetric wound
67440,O9089,1,0,0,1,0,"Other complications of the puerperium, not elsewhere classified"
67442,O9089,1,0,0,1,0,"Other complications of the puerperium, not elsewhere classified"
67444,O9089,1,0,0,1,0,"Other complications of the puerperium, not elsewhere classified"
67450,O903,1,0,0,1,0,Peripartum cardiomyopathy
67451,O903,1,0,0,1,0,Peripartum cardiomyopathy
67452,O903,1,0,0,1,0,Peripartum cardiomyopathy
67453,O903,1,0,0,1,0,Peripartum cardiomyopathy
67454,O903,1,0,0,1,0,Peripartum cardiomyopathy
67480,O9089,1,0,0,1,0,"Other complications of the puerperium, not elsewhere classified"
67482,O9089,1,0,0,1,0,"Other complications of the puerperium, not elsewhere classified"
67484,O9089,1,0,0,1,0,"Other complications of the puerperium, not elsewhere classified"
67490,O909,1,0,0,1,0,"Complication of the puerperium, unspecified"
67492,O909,1,0,0,1,0,"Complication of the puerperium, unspecified"
67494,O909,1,0,0,1,0,"Complication of the puerperium, unspecified"
67500,O91019,1,0,0,1,0,"Infection of nipple associated with pregnancy, unspecified trimester"
67501,O91011,1,0,0,1,0,"Infection of nipple associated with pregnancy, first trimester"
67501,O91012,1,0,0,1,0,"Infection of nipple associated with pregnancy, second trimester"
67501,O91013,1,0,0,1,0,"Infection of nipple associated with pregnancy, third trimester"
67502,O9102,1,0,0,1,0,Infection of nipple associated with the puerperium
67503,O91011,1,0,0,1,0,"Infection of nipple associated with pregnancy, first trimester"
67503,O91012,1,0,0,1,0,"Infection of nipple associated with pregnancy, second trimester"
67503,O91013,1,0,0,1,0,"Infection of nipple associated with pregnancy, third trimester"
67504,O9102,1,0,0,1,0,Infection of nipple associated with the puerperium
67510,O91119,1,0,0,1,0,"Abscess of breast associated with pregnancy, unspecified trimester"
67511,O91111,1,0,0,1,0,"Abscess of breast associated with pregnancy, first trimester"
67511,O91112,1,0,0,1,0,"Abscess of breast associated with pregnancy, second trimester"
67511,O91113,1,0,0,1,0,"Abscess of breast associated with pregnancy, third trimester"
67512,O9112,1,0,0,1,0,Abscess of breast associated with the puerperium
67513,O91111,1,0,0,1,0,"Abscess of breast associated with pregnancy, first trimester"
67513,O91112,1,0,0,1,0,"Abscess of breast associated with pregnancy, second trimester"
67513,O91113,1,0,0,1,0,"Abscess of breast associated with pregnancy, third trimester"
67514,O9112,1,0,0,1,0,Abscess of breast associated with the puerperium
67520,O91219,1,0,0,1,0,"Nonpurulent mastitis associated with pregnancy, unspecified trimester"
67521,O91211,1,0,0,1,0,"Nonpurulent mastitis associated with pregnancy, first trimester"
67521,O91212,1,0,0,1,0,"Nonpurulent mastitis associated with pregnancy, second trimester"
67521,O91213,1,0,0,1,0,"Nonpurulent mastitis associated with pregnancy, third trimester"
67522,O9122,1,0,0,1,0,Nonpurulent mastitis associated with the puerperium
67523,O91211,1,0,0,1,0,"Nonpurulent mastitis associated with pregnancy, first trimester"
67523,O91212,1,0,0,1,0,"Nonpurulent mastitis associated with pregnancy, second trimester"
67523,O91213,1,0,0,1,0,"Nonpurulent mastitis associated with pregnancy, third trimester"
